,Prise
2643,249192.98719994014
2644,160592.22848580626
2645,111161.04915994749
2646,311569.7589953297
2647,229916.14185999948
2648,121610.10147250928
2649,134097.77832443238
2650,140657.53918647743
2651,240949.2371095414
2652,300051.4616058918
2653,369331.23340378684
2654,306887.2700705826
2655,190954.1065889509
2656,219018.60526996045
2657,213023.53180213054
2658,95295.61779086542
2659,418267.0791690793
2660,399259.0315376105
2661,304516.1646889789
2662,161493.78056440112
2663,157209.7700455469
2664,184870.99336761746
2665,162088.02289835303
2666,141726.8382318771
2667,424654.0407958915
2668,264763.08508288633
2669,267537.1386186337
2670,225184.06062999932
2671,215508.96844045643
2672,206548.1801109403
2673,173833.96465269936
2674,201867.1343935048
2675,130672.16386649625
2676,147457.04722952956
2677,316008.6901558367
2678,189732.73447479578
2679,184067.1559708936
2680,239436.9156879135
2681,148570.35658473012
2682,277902.0894760835
2683,359398.16747759964
2684,228039.09337202544
2685,120125.73916299012
2686,338377.62436081056
2687,194690.5118650546
2688,224073.18115055008
2689,194567.8450386524
2690,103549.07733961196
2691,267159.48533916764
2692,336619.65090827266
2693,194205.24447688312
2694,246906.89879358513
2695,315901.82432237844
2696,167169.20920263606
2697,272046.6232867339
2698,257586.66936028234
2699,173955.69483746434
2700,151211.20095426543
2701,143191.34721313886
2702,276271.58914869453
2703,252330.4484325975
2704,314061.742474951
2705,220603.34103750024
2706,131263.58835680035
2707,155384.94095933993
2708,237590.73280405212
2709,372264.24427956453
2710,145708.55552255956
2711,186888.0787624048
2712,161271.3104633294
2713,206810.86349866615
2714,181047.09864354265
2715,165814.53371338747
2716,220208.93729054325
2717,184497.18201951918
2718,190183.76696046873
2719,120052.31977409396
2720,139763.0305979466
2721,211909.52621113675
2722,397436.9348145603
2723,306742.9067317863
2724,260171.99525820275
2725,258365.0853353986
2726,234270.44957547652
2727,181683.05903797215
2728,176892.0707264931
2729,136266.43622446517
2730,140531.23926266888
2731,180985.09609250518
2732,193545.08450946194
2733,193840.95155725922
2734,177303.3609851071
2735,164470.67267980578
2736,245814.418261683
2737,300303.0125794144
2738,246256.14133803116
2739,128299.23915521837
2740,157033.87251039603
2741,192337.96948293844
2742,236097.2232452213
2743,189234.8175866501
2744,184204.55096728957
2745,175331.86021387693
2746,182805.8553750954
2747,186479.4308872283
2748,131592.10813027952
2749,247146.93755765216
2750,296402.95357938396
2751,427630.603319945
2752,144004.09395795726
2753,300811.66860028054
2754,231113.04547913512
2755,163680.4265395628
2756,214159.41924239625
2757,293513.7214243015
2758,264982.250267671
2759,339150.2063577606
2760,176704.71100362806
2761,330537.4120823661
2762,389262.75335971866
2763,164668.76706032566
2764,307269.0802100924
2765,305347.77272549574
2766,209814.66250260457
2767,170352.7858017965
2768,209359.535014488
2769,185126.9001505892
2770,261954.1926126299
2771,300950.56440295913
2772,218778.66653531443
2773,256623.9128179524
2774,169483.30619936957
2775,147671.97663035023
2776,314635.64116689673
2777,208683.83905464358
2778,344494.10200847266
2779,172821.13452232705
2780,158736.1620132404
2781,248026.34493462747
2782,240683.58069469358
2783,181312.41252875415
2784,292173.2475802355
2785,367127.78039618244
2786,264660.68663311604
2787,256230.97720345022
2788,157200.74256964907
2789,168195.6094427084
2790,211392.37432827154
2791,368245.42030722764
2792,235475.47233561592
2793,204481.1443642442
2794,232365.04711085875
2795,172014.91438060725
2796,210920.7249688657
2797,210935.58761686756
2798,225031.7656588899
2799,247991.52818015876
2800,159360.27035919216
2801,180309.74083474046
2802,264619.0514377237
2803,391994.3264741429
2804,552530.9233045215
2805,177177.92303484827
2806,269598.4233221536
2807,155240.88229940148
2808,74111.31050476535
2809,173729.51243064567
2810,210875.34615698498
2811,186729.08928813678
2812,189472.10263812036
2813,257771.63400313465
2814,216435.12003639856
2815,225466.69678828862
2816,125789.89634008825
2817,165358.85506811828
2818,226452.44999811132
2819,220408.08222705917
2820,166007.58207607293
2821,224735.48465087914
2822,204648.46494931076
2823,206602.39275110164
2824,196744.88268163576
2825,346423.45846297103
2826,185076.16038037583
2827,168023.65860603028
2828,243634.3549408578
2829,273394.5151511627
2830,196492.79546232213
2831,244103.50824738096
2832,151839.2462470401
2833,162078.6196915033
2834,216710.71145399893
2835,339347.62763263076
2836,401882.38488611777
2837,167113.50937168117
2838,179321.21057755392
2839,339612.7994969074
2840,185493.75132893215
2841,212126.07304082203
2842,302746.8486682981
2843,270214.49017176597
2844,225347.09858902506
2845,158443.4520514453
2846,173097.39548649336
2847,192511.99172608828
2848,306529.71280620416
2849,274656.8374653177
2850,149395.26481409057
2851,259660.17675863588
2852,248775.84204268202
2853,170524.65043319983
2854,340033.5607228223
2855,288474.3793460239
2856,160738.84192966713
2857,311677.21429721906
2858,209786.11537684614
2859,125522.73249489405
2860,158064.36830856
2861,265647.5162926332
2862,280967.1783956098
2863,193232.5726028931
2864,313418.5405709016
2865,235058.54471821617
2866,158117.2040416843
2867,312679.11175195617
2868,154320.71431165707
2869,104798.70585642665
2870,251299.9225971989
2871,217272.72731587422
2872,150060.52134070857
2873,205848.6216002325
2874,229486.33445976453
2875,430983.7574353923
2876,167764.7819372871
2877,330052.86290776695
2878,196070.38805084216
2879,193716.51125710583
2880,284335.6601042578
2881,268504.8130426703
2882,219105.83400233014
2883,138010.33649821294
2884,176039.1475557752
2885,475556.90624383424
2886,299644.0146368876
2887,182548.90228806107
2888,332784.9691921249
2889,159251.71986539074
2890,196865.73113760652
2891,313326.88082673104
2892,327749.1636065305
2893,206020.94219380128
2894,171829.718348032
2895,327615.70319054817
2896,284687.0310037985
2897,361271.1089708251
2898,249294.8938731323
2899,246800.70978625573
2900,198778.86414794755
2901,191280.83828629283
2902,264128.0943285221
2903,167133.53249981898
2904,316633.2322577186
2905,349831.1362238477
2906,217230.4750862386
2907,153657.17832164458
2908,170811.8084804863
2909,163037.22068703332
2910,180281.03801406242
2911,334293.0453589727
2912,205546.88634641076
2913,275100.108317061
2914,252706.12268034217
2915,305803.0053329561
2916,249787.1475224063
2917,239632.92463492852
2918,414135.409349967
2919,456356.8450752732
2920,209585.4285630563
2921,132445.75652839808
2922,501604.936253313
2923,177907.64431737462
2924,348417.5288738273
2925,190738.5515682625
2926,174544.4872072532
2927,249180.5881234757
2928,229449.38039640264
2929,239492.24992589065
2930,208802.13683608107
2931,209088.01779103553
2932,332576.5381633927
2933,179363.69551359172
2934,150214.0200364526
2935,181630.913127322
2936,194172.36907078465
2937,269304.5994608235
2938,241488.55882672966
2939,158230.63712631117
2940,234824.8258844764
2941,268507.42268915765
2942,197571.76589303996
2943,332347.86639053695
2944,175221.39270704883
2945,203489.8458939624
2946,163274.5874587104
2947,224687.36138573586
2948,160789.8447532881
2949,253562.856973353
2950,217768.00443719333
2951,200260.1579380837
2952,370193.21046514023
2953,157170.0137994456
2954,95420.23132125745
2955,215980.40916317567
2956,216689.2366364331
2957,200368.15629282725
2958,226440.06060282476
2959,266121.2720368236
2960,411873.5861252449
2961,215074.9715240956
2962,179248.1540386723
2963,129788.75262319978
2964,159548.2551071656
2965,261383.3171467517
2966,242128.81046984973
2967,187907.9700254223
2968,133154.4604004673
2969,275194.46947881737
2970,129698.88350115664
2971,199256.3320727884
2972,142054.38517011591
2973,137298.9708050959
2974,215820.22427242523
2975,197386.81483884074
2976,356978.3864132332
2977,162766.29612046637
2978,172642.99097344998
2979,255733.41554902133
2980,267070.6305610644
2981,335360.4780883857
2982,191733.06898434137
2983,365419.3403545717
2984,173449.5394259632
2985,119474.84106134363
2986,200285.1714702313
2987,209666.92033601576
2988,113646.31062636507
2989,200837.03434765097
2990,263198.3566000717
2991,268210.73972317524
2992,203546.4841730376
2993,214682.56606283868
2994,233473.2047872679
2995,236162.32741649126
2996,186498.47675405478
2997,327339.3091669821
2998,294297.6189938516
2999,183328.01562119077
3000,200784.81214319207
3001,228619.7865230875
3002,333334.23263620114
3003,181180.6219170588
3004,192990.43614348065
3005,182352.1639431001
3006,286223.7619274632
3007,357893.1718866297
3008,162435.8925324688
3009,188021.73408274606
3010,179237.31307388382
3011,253386.91894580662
3012,234586.1254162127
3013,233312.08905599546
3014,168604.99941090675
3015,230488.97661817883
3016,253926.63999943956
3017,188826.2111402069
3018,367790.09543466754
3019,134660.68199501227
3020,173757.02609825815
3021,309644.84991063556
3022,198952.34413037787
3023,220505.67925344806
3024,193965.44010937682
3025,320444.596503536
3026,171725.29030992475
3027,367796.3998338096
3028,302680.5638109704
3029,359192.75511904346
3030,204322.77391450116
3031,258726.9104528724
3032,280534.1555374337
3033,134042.9450022144
3034,216214.656747477
3035,272523.2686184087
3036,202889.5681135244
3037,236342.51703800954
3038,320254.57097421604
3039,169544.44612933183
3040,183706.94337097154
3041,232769.35505789416
3042,69756.81836535354
3043,174473.67786574492
3044,318809.46833110217
3045,196935.65377695518
3046,234369.25338744101
3047,197242.18490722077
3048,249958.05794986905
3049,181415.7885107406
3050,207200.10505730784
3051,368606.5908737347
3052,150587.09356223096
3053,276391.1614955764
3054,295507.0585480054
3055,257188.93258704492
3056,163959.3387780664
3057,247327.4157633627
3058,225089.23338584567
3059,219023.83679997586
3060,193511.7540239355
3061,315736.9548041214
3062,144769.75525239587
3063,140765.25379641386
3064,224271.39914937227
3065,126988.37804122014
3066,235886.99747720975
3067,188266.81670187393
3068,123841.0470837671
3069,173791.7033584294
3070,152502.4217069299
3071,250350.43733023765
3072,163425.45288563575
3073,194457.79068203847
3074,295475.0406970135
3075,171149.92780886928
3076,237677.01442877212
3077,330731.9498396339
3078,246491.38962810693
3079,132801.70031826835
3080,174343.18576677042
3081,187670.08902128233
3082,214791.75632850046
3083,246349.48947191073
3084,214628.74087633242
3085,213866.8355147854
3086,263487.5848967469
3087,316196.6149717938
3088,296340.28970918816
3089,333996.67759255733
3090,245025.2168002901
3091,185285.4454076817
3092,197006.0341409336
3093,204298.8725864746
3094,213901.49082208457
3095,252704.74069170738
3096,147113.7685018401
3097,225732.29686613273
3098,212722.1575472943
3099,301653.22645819845
3100,221449.00321451217
3101,207990.8798931135
3102,166962.34404118173
3103,208244.70969942588
3104,243637.22975077727
3105,274255.4333095181
3106,168887.395800747
3107,142445.38731531188
3108,211467.77555734394
3109,221336.10826185666
3110,267728.41068999533
3111,340088.1154113524
3112,184613.05961917972
3113,350555.2137751315
3114,186468.92994974603
3115,161126.38061020535
3116,378281.1541597485
3117,225700.31967491852
3118,144193.90489825964
3119,197080.16222054776
3120,237389.939044253
3121,208587.87765171373
3122,167379.40054720413
3123,158448.63095247353
3124,214330.71626887866
3125,396882.1456023667
3126,158359.70590615206
3127,147830.47156559493
3128,282004.08750871057
3129,240049.88204666326
3130,170074.53491824502
3131,256517.96561610527
3132,245836.5034324162
3133,230207.57220107567
3134,217053.61452596568
3135,159865.25693840263
3136,340338.0342874864
3137,352888.1384902128
3138,184858.76560299558
3139,153461.5837421557
3140,125038.55286424854
3141,288509.82993379753
3142,203533.27747390541
3143,168279.8636218472
3144,206331.41152024947
3145,367165.1182622941
3146,400066.4725608655
3147,391434.33556923247
3148,350242.5242366184
3149,219171.06164152772
3150,222432.38527443618
3151,157914.99013254646
3152,220007.4096367429
3153,200843.31972285334
3154,257617.55763062843
3155,195827.0676091732
3156,209818.43947724014
3157,162000.7601154463
3158,158755.612517094
3159,241799.9818804075
3160,169168.4286125027
3161,184572.87625263474
3162,237841.95132959328
3163,251117.376785685
3164,345878.96794226527
3165,156523.96410064862
3166,69034.06428025835
3167,105564.21573171929
3168,440012.7443458253
3169,276445.68332385714
3170,342966.36574871547
3171,172046.1820318792
3172,348658.26406603464
3173,251373.65357414965
3174,272334.1089198809
3175,218884.2111225565
3176,238621.0523176699
3177,276048.43089010136
3178,182431.02158068836
3179,184942.49735883035
3180,539075.1949626275
3181,251068.3345565346
3182,165644.1094510935
3183,232556.29696017044
3184,172708.99833490138
3185,250814.90061083363
3186,238098.4644853289
3187,177012.2069774394
3188,270894.3736096621
3189,151035.32291610044
3190,343260.95908785536
3191,413803.8546325548
3192,195348.59307275945
3193,264551.7747139697
3194,196929.9601157263
3195,219338.63283579372
3196,184917.23971869054
3197,178695.52141350563
3198,188663.39456589147
3199,200463.7375146641
3200,164519.8403483839
3201,199551.5246004687
3202,205694.26850072588
3203,220033.64919397578
3204,143359.11273737642
3205,220215.10016554102
3206,170510.65256380077
3207,409559.5856134813
3208,156036.45866188023
3209,161937.99536588704
3210,282455.32935822225
3211,191955.16998766307
3212,335979.7224857974
3213,117243.03162413901
3214,311901.52188616514
3215,192660.88605781543
3216,196604.3881483471
3217,203484.79542963524
3218,136363.40634628138
3219,258426.38791627006
3220,182756.93605788032
3221,182456.99201722606
3222,155290.85709840932
3223,164713.4770116885
3224,202661.3627211351
3225,164752.14392091378
3226,197541.62048167587
3227,189711.168153542
3228,421985.6785637576
3229,207902.03432754552
3230,153254.67527275765
3231,258279.46573050087
3232,167565.59945979388
3233,173914.44317389056
3234,208118.68364032925
3235,149584.2824627004
3236,175399.8128463138
3237,267738.2447132782
3238,427332.5475518729
3239,193771.27906901794
3240,203223.62205660483
3241,190997.25655927218
3242,204529.71546031555
3243,207684.4645823305
3244,265248.80558728304
3245,156562.1909942251
3246,219488.85827926747
3247,222485.5671006751
3248,195554.43407955155
3249,184740.87668087642
3250,376606.0577198229
3251,180802.32121397945
3252,271427.30793575174
3253,287908.83620793157
3254,214185.17841811586
3255,258317.9919875305
3256,190890.53923525018
3257,179198.19042451787
3258,161523.3412770841
3259,191616.44571869163
3260,331167.02542691375
3261,141099.47777894832
3262,308702.65042540117
3263,170361.52995840527
3264,294134.05687756435
3265,277659.0765123623
3266,442575.4391242733
3267,403562.60889803595
3268,322136.57926089887
3269,198663.9048847369
3270,184697.97775427645
3271,166289.87363517296
3272,328328.9182851036
3273,227491.8932160806
3274,158415.3330714714
3275,164058.77345017804
3276,176772.90568804485
3277,266585.4130830917
3278,148989.72705969823
3279,301119.87030460767
3280,168212.60162745413
3281,132909.22597547626
3282,172903.40850705918
3283,229059.25052722835
3284,130199.57114528486
3285,174986.86263966563
3286,177577.0411568702
3287,251518.0544942768
3288,239258.88702818792
3289,201078.07291558277
3290,191856.61946285234
3291,131365.87719921366
3292,261476.79855088497
3293,194764.0993202154
3294,220864.02613067193
3295,174597.241381289
3296,180414.3488030477
3297,171870.68969762954
3298,206823.97416937398
3299,220689.51670156687
3300,173133.4818170668
3301,229525.73537576784
3302,284833.55127804406
3303,168732.08765832594
3304,288121.4692664912
3305,287420.9442133993
3306,173057.18294688332
3307,171359.70401659288
3308,169033.04246936043
3309,161015.49760172277
3310,177028.4015922863
3311,210450.97159092475
3312,285464.18193574005
3313,245950.22869133603
3314,268920.42050326057
3315,310558.0784551958
3316,278244.5589500007
3317,203019.26658273992
3318,124359.67940225384
3319,294909.61158296914
3320,362174.2814533818
3321,233418.45557973138
3322,180189.73208909167
3323,106484.67559087336
3324,347056.31984651287
3325,400642.6377049718
3326,276445.34309137723
3327,418160.55349257647
3328,162656.20539156644
3329,196362.38924363285
3330,212728.53438786554
3331,377433.05878487666
3332,239359.5638523718
3333,262712.2087113112
3334,155841.26106057345
3335,191541.9284676992
3336,266870.5926177632
3337,123200.91295740513
3338,180772.36585042338
3339,239672.379167382
3340,238592.6881038418
3341,185525.25739819516
3342,152843.36852508367
3343,347462.9497966812
3344,167343.7337521042
3345,172467.73514104
3346,135139.58434221908
3347,267955.8950119862
3348,206900.68380737767
3349,244497.97679961345
3350,182330.6002847558
3351,231562.78236582372
3352,277355.0984240254
3353,227678.29845655218
3354,176756.7383119959
3355,311346.1376260737
3356,102238.5749071064
3357,202751.81095086827
3358,238367.15900788686
3359,305154.5759940659
3360,280345.32242719363
3361,186217.79900247802
3362,356641.8406860719
3363,186078.4359993298
3364,176776.2663368581
3365,170646.39420597054
3366,339253.955253142
3367,484091.9429252092
3368,184727.36791868455
3369,266168.3111597404
3370,124751.2591406252
3371,157549.1646512997
3372,301977.1639904937
3373,327195.5377479997
3374,169411.47964257761
3375,177926.82982205975
3376,259858.39038424654
3377,275060.8822511283
3378,275904.71211283695
3379,170456.28540900233
3380,191103.21254798473
3381,240056.41538161275
3382,133900.6198729154
3383,204886.96470883224
3384,153192.07934782194
3385,230783.2146495505
3386,186716.2836649112
3387,188424.5578718733
3388,238637.1705283034
3389,184703.81192508715
3390,183401.1388442703
3391,193150.68231912
3392,229807.8284229153
3393,124701.30273185288
3394,257212.69054491818
3395,203600.19429246575
3396,175995.6542394981
3397,274202.63005744753
3398,262918.87318844855
3399,193150.68231912
3400,269744.4924526514
3401,167732.33845586507
3402,276050.9982640019
3403,168197.01048743416
3404,171110.649509575
3405,155416.85988980145
3406,242794.56335368496
3407,205446.45611610613
3408,194586.67931878418
3409,193730.29775832797
3410,194274.52858246834
3411,152787.81966192086
3412,211266.47508727954
3413,226621.72777016152
3414,205101.48039969133
3415,215334.14920456754
3416,311569.1123446772
3417,153364.55382464707
3418,185849.5967515633
3419,152470.9148030179
3420,207024.9587250793
3421,238577.63717525522
3422,165522.28193773923
3423,173264.9328314032
3424,349627.15351493284
3425,186096.6627229138
3426,202127.57783573857
3427,153296.81471753248
3428,317447.29098714545
3429,258930.29715861022
3430,151740.15699827526
3431,354455.8801014343
3432,181771.5279406126
3433,212090.45313992762
3434,161022.56791552663
3435,153198.58615901278
3436,266594.3992274076
3437,177479.26956894813
3438,293913.7247128986
3439,233057.1257810126
3440,175450.78917322858
3441,292915.1777054583
3442,364915.1740513109
3443,161666.454200588
3444,220138.94049480234
3445,133819.30479413003
3446,370623.6742400964
3447,190852.80732015587
3448,160953.60911618394
3449,149435.0137590671
3450,132313.1368794856
3451,274549.02350645745
3452,216653.6074766768
3453,329240.55940274
3454,204508.5339788861
3455,161368.99066840493
3456,174923.88325585306
3457,156225.61270536412
3458,157163.79807074333
3459,224339.14599734807
3460,186173.86864353166
3461,189188.65941531264
3462,197161.18996837013
3463,332569.9200769409
3464,202654.40951027803
3465,171599.3564841407
3466,180235.10766384297
3467,232058.5086641811
3468,170651.4181489343
3469,334631.37034213514
3470,173816.40667689175
3471,348362.01357654354
3472,145081.6222160717
3473,150642.70760444456
3474,181364.14857635286
3475,240056.79272354653
3476,183309.53539574164
3477,215369.49399826772
3478,252425.66681667653
3479,291280.42431058496
3480,174999.90108721054
3481,158455.14835831878
3482,199877.32328787615
3483,246958.5399777791
3484,166696.12703207554
3485,190302.48721128862
3486,345739.0769556524
3487,175397.9474437703
3488,181916.09890569028
3489,252897.36286850038
3490,169543.77998427002
3491,299910.49246746337
3492,191715.62244996146
3493,164190.4500432857
3494,182739.34651261094
3495,112579.01135710864
3496,199835.3966553721
3497,261023.90797193677
3498,182056.77635722156
3499,244464.6016989268
3500,200466.3498408582
3501,193950.0021613268
3502,158161.6772557829
3503,336014.4168950313
3504,176974.83668603218
3505,334293.0453589727
3506,216511.79614664853
3507,96530.40004830653
3508,172657.53033181888
3509,253176.55406031632
3510,187904.17863656138
3511,159004.85527777983
3512,315400.1904358588
3513,209181.63589037384
3514,191659.264946148
3515,190421.5297901441
3516,199651.3964306609
3517,155343.1180349599
3518,175644.35594162683
3519,222789.48005481574
3520,294600.2202180104
3521,194129.30702774183
3522,221358.74998417328
3523,338112.2971323215
3524,199114.79528047302
3525,188160.03116930038
3526,194004.92207316938
3527,80031.24940988529
3528,148376.13321991975
3529,285450.5768913356
3530,202176.80501169994
3531,295125.9116088645
3532,355957.59863318456
3533,156082.63443970733
3534,196881.99982689827
3535,168333.04410968852
3536,196923.12550483106
3537,326903.02444355155
3538,383728.7877303353
3539,167985.99406069133
3540,164060.35595591646
3541,336042.09330425266
3542,169580.94342878266
3543,191358.70155866275
3544,183716.431744439
3545,251351.67843076956
3546,196057.78895770607
3547,273840.0072435825
3548,297796.6950958549
3549,192959.88930737853
3550,251831.1776555595
3551,178644.30923739992
3552,170261.48192907815
3553,174150.56967652272
3554,200527.33292001908
3555,282778.2917152995
3556,438693.8187851676
3557,236082.6653465818
3558,493596.0624308258
3559,175702.7048937423
3560,206579.88059142485
3561,267057.78386562935
3562,183257.87924542875
3563,186911.02672392293
3564,144944.8173372929
3565,243268.91546570265
3566,207285.6079875438
3567,206352.10053655543
3568,335428.92287025036
3569,151277.9586026664
3570,155406.1412623376
3571,245506.2163604505
3572,359257.9647775474
3573,301443.30739871407
3574,183228.78220292556
3575,125025.08655564976
3576,264053.14652648894
3577,259043.0607710075
3578,178255.603839161
3579,334497.5961098848
3580,203688.61153398437
3581,165612.06621826245
3582,141708.30008568088
3583,237703.46486980445
3584,149702.95669782802
3585,261654.56206734825
3586,189835.23096834694
3587,275792.373107817
3588,418202.82511418423
3589,130288.62458797537
3590,208217.84519128336
3591,151478.9654550544
3592,333367.56977086025
3593,210027.7016914467
3594,362963.76934265957
3595,199560.7871557477
3596,354362.10919200693
3597,315234.6144791053
3598,230891.95239830253
3599,254182.06764393699
3600,420657.4785019896
3601,236033.32186827686
3602,137771.13699259222
3603,319465.67599109054
3604,181407.81348793895
3605,162566.9363452145
3606,203197.95520214373
3607,166180.39273654425
3608,247910.51704471576
3609,186594.5824742125
3610,202120.91003434546
3611,154788.7855900317
3612,226685.58201233475
3613,177308.74644928044
3614,269003.38874928607
3615,166989.17952573826
3616,143233.6669003193
3617,291753.4615424652
3618,349364.54263281834
3619,194809.95378974976
3620,175571.62709161185
3621,225644.82800585366
3622,167822.1275011134
3623,308380.10039007245
3624,306482.63918600435
3625,197279.06848302824
3626,177846.80943519928
3627,267025.8040863522
3628,227740.5317659438
3629,164891.19521754078
3630,243675.51824178026
3631,193307.21480450232
3632,246869.4539893817
3633,188698.17081995812
3634,196781.78544175377
3635,239135.23690795348
3636,274686.13289308146
3637,246157.4021335781
3638,219497.74794889468
3639,156760.80290533963
3640,185825.10153426242
3641,216055.93378866778
3642,157616.77217930046
3643,192079.4537260386
3644,245796.5654234919
3645,217850.0377024101
3646,328716.4022202656
3647,173014.15780419062
3648,237760.37349503458
3649,171295.68272764518
3650,220330.04539444836
3651,142218.4422846598
3652,269347.3348158848
3653,366775.7997027818
3654,243640.79392780285
3655,191591.25177663346
3656,182951.58234652947
3657,233628.54053799456
3658,174918.9967081249
3659,248935.3892564671
3660,368284.6386521088
3661,277384.2002370312
3662,184715.6205396806
3663,112992.68790999295
3664,345497.28300525085
3665,227996.83048481954
3666,158905.63509691783
3667,242555.08866356482
3668,300476.8490519558
3669,416500.9065899679
3670,250509.1552070017
3671,316136.93238225597
3672,172727.67939942432
3673,182540.610574446
3674,155498.68406909236
3675,169547.16994072543
3676,239963.28814172815
3677,194559.98490588443
3678,320589.62850697385
3679,201547.95007798276
3680,215496.86097513008
3681,182781.79147688873
3682,150111.92623564543
3683,341214.54926538694
3684,197820.07259687703
3685,265791.9266527521
3686,187205.49430944817
3687,221764.62048880936
3688,225746.8518075095
3689,176499.33689566358
3690,246637.18048980623
3691,184673.2274832062
3692,168116.84774672333
3693,357635.82094193925
3694,422383.8339703185
3695,197659.33294182183
3696,177332.43598640943
3697,297852.271185653
3698,388556.47909586737
3699,234097.08192943173
3700,384513.2310875846
3701,236503.96554632252
3702,208290.33842739256
3703,479472.9176372102
3704,192994.08102260812
3705,360612.8233452658
3706,157875.74798174237
3707,88525.0940967077
3708,204554.41929148836
3709,159816.94289202322
3710,324787.4877772852
3711,307092.313334644
3712,308233.655589647
3713,166435.48441872996
3714,177572.16243219355
3715,165897.73862141353
3716,167738.72459749188
3717,170444.00169123424
3718,141496.27563521866
3719,368585.5521012669
3720,175243.00461781182
3721,211947.8561610152
3722,261989.22813882778
3723,207710.54746794683
3724,147376.3943965985
3725,297533.14066754613
3726,275455.73271486687
3727,192330.65366811818
3728,158646.48076449393
3729,176746.72453834774
3730,292434.13320331456
3731,156753.74198905134
3732,204213.05497495492
3733,190411.07422983975
3734,162550.97975587618
3735,131718.31402832695
3736,305783.37981783564
3737,138438.60506827824
3738,173514.8799627571
3739,170281.08209411634
3740,258680.08721295625
3741,157354.82479415822
3742,321488.07068857364
3743,157581.43522237404
3744,308103.17797966214
3745,302626.8604970481
3746,299210.5888897558
3747,114738.34741803682
3748,213031.74881062369
3749,156663.216526577
3750,200738.777090214
3751,207539.0290300828
3752,246653.62729230933
3753,261151.15023481334
3754,150980.50903726215
3755,197500.7660427238
3756,363343.37876734533
3757,160701.79648315205
3758,167070.1413838948
3759,156964.41347072338
3760,230318.33401904604
3761,200014.33964915122
3762,188212.7930324061
3763,333155.56736099406
3764,125742.94969621299
3765,168284.10943513006
3766,290600.42658330634
3767,183402.84948624056
3768,333328.6191691496
3769,317850.64261584444
3770,244289.23282973035
3771,148476.27633895172
3772,208445.76305557363
3773,160712.8574542162
3774,336462.6705195416
3775,181246.44275684727
3776,247320.04593372805
3777,401346.1390484817
3778,256087.4193131159
3779,187459.05948586203
3780,220687.64539696914
3781,262419.7986031528
3782,198129.04988759678
3783,205329.56024063716
3784,166557.21868020805
3785,378979.35352592537
3786,305545.51987780974
3787,147694.13785313326
3788,180894.5801858133
3789,317928.9542234095
3790,123357.93031490436
3791,253115.2942565518
3792,304638.74982026225
3793,121143.13189489504
3794,156133.344096903
3795,358154.26743138017
3796,216675.31489236918
3797,253755.3977991826
3798,166229.49296333888
3799,343834.81916217116
3800,346161.73922070826
3801,167847.4320153223
3802,275933.77256037464
3803,130520.92221553929
3804,225623.90451236116
3805,203502.29623223803
3806,194302.56686810916
3807,491123.94003220194
3808,301293.1396612638
3809,316733.9238157459
3810,165750.6757159464
3811,402092.3113691357
3812,277601.4656606602
3813,334726.6445359864
3814,203485.55411964623
3815,262747.2267129841
3816,127570.45699626028
3817,266739.25032919965
3818,195183.24341316076
3819,174075.80919763085
3820,341141.0061792728
3821,179788.38600607525
3822,349616.6908209023
3823,276811.0230630831
3824,390192.2305552111
3825,158846.20037534824
3826,236841.60154451293
3827,140700.5446474052
3828,187920.73057562308
3829,158603.942466714
3830,174186.52557399165
3831,218116.44407320902
3832,307743.28203513194
3833,268203.9655409091
3834,254919.62882885002
3835,205532.6121045078
3836,286160.663323774
3837,316475.7992829669
3838,208892.68489643664
3839,130536.56777680504
3840,126830.46607431471
3841,228718.28312618122
3842,218234.26956788206
3843,288160.0232810613
3844,222261.29580176118
3845,182464.47337084002
3846,298898.6759439406
3847,101066.71954833172
3848,315349.1932933103
3849,139291.94059388223
3850,223099.10376111962
3851,211207.65458382986
3852,159859.07977359698
3853,172221.55261674616
3854,201099.34135278038
3855,136193.14980392368
3856,122609.69282443039
3857,185191.72558179146
3858,436149.7872408409
3859,300505.0769589669
3860,219145.15046937793
3861,182979.19546374024
3862,221250.28774104553
3863,241125.1212348474
3864,390097.4553943787
3865,183372.45054938208
3866,438311.43485476624
3867,213796.2365109139
3868,210802.56907106095
3869,177143.6498258265
3870,260272.18948749013
3871,204861.59184547892
3872,395028.03625342716
3873,235361.69296455831
3874,346570.5164328226
3875,247829.90400849568
3876,139275.74788439748
3877,204935.68636303287
3878,107862.4432039561
3879,197315.8748401534
3880,174756.81155069912
3881,166835.4241066141
3882,189757.8484650706
3883,133466.0443787815
3884,430271.39335714607
3885,118908.23221757828
3886,486948.4447114662
3887,241606.08924660066
3888,183842.8082960483
3889,178552.73896119892
3890,132795.40527063038
3891,213029.94446928528
3892,264505.51136158576
3893,335231.56101849757
3894,162641.80849644702
3895,318350.6936543728
3896,198590.49907201622
3897,170643.15882976187
3898,131698.9966795247
3899,161102.7436577262
3900,166036.24143745916
3901,186686.76604737807
3902,253932.0278592718
3903,228552.78744566895
3904,233198.9319628497
3905,150737.98094223198
3906,275007.17959171324
3907,220454.63718678502
3908,333490.15460760065
3909,248243.70389477292
3910,233011.89854954576
3911,265671.75293384655
3912,178830.69621421365
3913,187945.7647339733
3914,238932.2420175828
3915,178047.01557578478
3916,282652.61899937334
3917,226963.14443358794
3918,159799.0776276373
